City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
125,Utete,TZ,2021-04-02 21:39:48,-7.986,38.758,71.08,96,100,2.1
126,Kamaishi,JP,2021-04-02 21:39:48,39.2667,141.8833,50.02,83,95,9.01
127,Egvekinot,RU,2021-04-02 21:39:48,66.3167,-179.1667,-1.14,79,100,18.92
128,Sao Filipe,CV,2021-04-02 21:39:49,14.8961,-24.4956,72.95,71,9,7.72
129,Broken Hill,AU,2021-04-02 21:39:49,-31.95,141.4333,60.8,59,0,5.75
130,Ravenna,IT,2021-04-02 21:39:49,44.4167,11.9833,61.0,63,0,1.14
131,Wichian Buri,TH,2021-04-02 21:39:50,15.6578,101.106,81.23,65,54,3.47
132,Necochea,AR,2021-04-02 21:39:50,-38.5473,-58.7368,66.67,68,99,8.88
133,Kirakira,SB,2021-04-02 21:39:50,-10.4544,161.9205,83.12,72,99,5.32
134,Batemans Bay,AU,2021-04-02 21:39:51,-35.7167,150.1833,65.16,57,0,3.27
135,Makat,KZ,2021-04-02 21:39:51,47.6469,53.3463,49.8,45,100,22.12
136,Luderitz,NA,2021-04-02 21:39:51,-26.6481,15.1594,70.47,47,0,13.38
137,Soure,BR,2021-04-02 21:39:52,-0.7167,-48.5233,78.51,82,21,6.49
138,Hasaki,JP,2021-04-02 21:39:52,35.7333,140.8333,52.0,82,20,3.44
139,Puerto Madryn,AR,2021-04-02 21:39:52,-42.7692,-65.0385,65.19,76,88,21.3
140,Guiratinga,BR,2021-04-02 21:39:53,-16.3494,-53.7583,79.47,61,66,3.8
141,Mackay,AU,2021-04-02 21:39:53,-21.15,149.2,72.0,83,75,16.11
142,Sawtell,AU,2021-04-02 21:39:53,-30.3833,153.1,66.2,88,40,10.36
143,Kahului,US,2021-04-02 21:39:54,20.8947,-156.47,80.6,57,20,18.41
144,Munai,PH,2021-04-02 21:39:54,7.9758,124.0636,70.81,97,100,2.3
145,Barrow,US,2021-04-02 21:39:54,71.2906,-156.7887,-16.6,69,1,5.75
146,Mar Del Plata,AR,2021-04-02 21:39:11,-38.0023,-57.5575,68.0,83,40,10.36
147,Klyuchi,RU,2021-04-02 21:39:55,52.2667,79.1667,24.04,84,79,9.64
148,Shingu,JP,2021-04-02 21:35:20,33.7333,135.9833,59.47,83,70,13.35
149,La Cruz,MX,2021-04-02 21:39:55,23.9167,-106.9,91.0,42,92,5.99
150,Kodiak,US,2021-04-02 21:39:56,57.79,-152.4072,37.4,30,40,3.44
151,Basco,PH,2021-04-02 21:39:56,20.4487,121.9702,79.66,75,65,10.94
152,Wajima,JP,2021-04-02 21:39:56,37.4,136.9,55.89,73,13,2.75
153,Corpus Christi,US,2021-04-02 21:39:57,27.8006,-97.3964,71.6,52,75,20.71
154,Hermiston,US,2021-04-02 21:38:07,45.8404,-119.2895,66.99,32,1,4.61
155,Serenje,ZM,2021-04-02 21:39:57,-13.2325,30.2352,57.67,94,4,4.29
156,Abu Dhabi,AE,2021-04-02 21:35:34,24.4667,54.3667,77.0,69,0,2.3
157,Jamestown,US,2021-04-02 21:36:54,42.097,-79.2353,36.0,34,1,16.11
158,Geraldton,AU,2021-04-02 21:39:58,-28.7667,114.6,69.8,88,80,12.66
159,Saint-Philippe,RE,2021-04-02 21:39:58,-21.3585,55.7679,77.0,88,75,14.97
160,Isangel,VU,2021-04-02 21:39:58,-19.55,169.2667,82.4,89,90,6.06
161,Vestmannaeyjar,IS,2021-04-02 21:39:59,63.4427,-20.2734,43.61,80,100,11.86
162,Nanortalik,GL,2021-04-02 21:39:59,60.1432,-45.2371,35.73,98,100,1.12
163,Svay Rieng,KH,2021-04-02 21:39:59,11.0879,105.7993,80.24,80,100,9.01
164,Guayaramerin,BO,2021-04-02 21:39:59,-10.8368,-65.3614,76.19,95,99,2.64
165,Zhuzhou,CN,2021-04-02 21:40:00,27.8333,113.15,55.4,94,75,8.95
166,Taltal,CL,2021-04-02 21:40:00,-25.4,-70.4833,67.98,73,23,5.12
167,Watertown,US,2021-04-02 21:38:16,42.3709,-71.1828,37.4,40,90,13.8
168,Hilo,US,2021-04-02 21:40:01,19.7297,-155.09,80.6,54,1,9.22
169,Codrington,AU,2021-04-02 21:40:01,-38.2667,141.9667,69.51,37,0,14.67
170,Maningrida,AU,2021-04-02 21:40:01,-12.0667,134.2667,73.11,88,100,7.58
171,Puerto Ayora,EC,2021-04-02 21:36:34,-0.7393,-90.3518,80.6,83,40,9.22
172,La Primavera,CO,2021-04-02 21:40:02,5.4906,-70.4092,87.26,52,89,3.87
173,Mamontovo,RU,2021-04-02 21:40:02,52.7055,81.6244,26.17,84,91,11.97
174,Lixourion,GR,2021-04-02 21:40:03,38.2019,20.4314,57.04,88,11,6.11
175,Koungou,YT,2021-04-02 21:40:03,-12.7336,45.2042,80.6,83,18,4.61
176,Portland,US,2021-04-02 21:35:44,45.5234,-122.6762,63.0,44,75,4.61
177,Luganville,VU,2021-04-02 21:40:03,-15.5333,167.1667,83.3,75,100,2.91
178,Komsomolskiy,UZ,2021-04-02 21:40:04,40.4272,71.7189,41.0,36,0,2.3
179,Turayf,SA,2021-04-02 21:40:04,31.6725,38.6637,46.4,71,0,13.8
180,Leningradskiy,RU,2021-04-02 21:40:04,69.3833,178.4167,-13.59,96,100,2.73
181,Meulaboh,ID,2021-04-02 21:40:05,4.1363,96.1285,77.36,77,100,2.57
182,Saint George,US,2021-04-02 21:36:07,37.1041,-113.5841,84.99,11,1,3.44
183,Saint-Augustin,CA,2021-04-02 21:40:05,51.226,-58.6502,36.57,99,100,6.2
184,Marrakesh,MA,2021-04-02 21:39:51,31.6315,-8.0083,68.0,52,0,12.66
185,Chokurdakh,RU,2021-04-02 21:40:06,70.6333,147.9167,-17.54,100,98,3.29
186,Zaozerne,UA,2021-04-02 21:40:06,45.1582,33.2787,47.39,94,100,18.97
187,Kagadi,UG,2021-04-02 21:40:06,0.9606,30.7967,61.77,94,100,2.28
188,Faanui,PF,2021-04-02 21:40:07,-16.4833,-151.75,81.68,70,0,1.66
189,Dwarahat,IN,2021-04-02 21:40:07,29.7833,79.4333,45.32,15,0,5.12
190,Freeport,US,2021-04-02 21:37:36,40.6576,-73.5832,37.99,35,90,11.5
191,Tongliao,CN,2021-04-02 21:40:08,43.6125,122.2653,40.75,23,100,15.37
192,Tilichiki,RU,2021-04-02 21:40:08,60.4667,166.1,7.97,83,78,4.63
193,Santa Fe,AR,2021-04-02 21:37:03,-31.6333,-60.7,69.33,56,13,6.6
194,Port Elizabeth,ZA,2021-04-02 21:40:08,-33.918,25.5701,59.0,82,20,8.05
195,Gat,IL,2021-04-02 21:40:09,31.61,34.7642,55.99,100,13,6.04
196,Shchigry,RU,2021-04-02 21:40:09,51.8755,36.9043,33.01,100,100,8.95
197,Jiazi,CN,2021-04-02 21:40:09,22.8779,116.067,73.94,91,0,3.8
198,College,US,2021-04-02 21:40:10,64.8569,-147.8028,9.0,61,75,2.51
199,Akcakoca,TR,2021-04-02 21:40:10,41.0866,31.1162,47.91,73,85,7.36
200,Bengkulu,ID,2021-04-02 21:40:10,-3.8004,102.2655,75.18,90,74,7.87
201,Yumen,CN,2021-04-02 21:40:11,40.2833,97.2,40.96,23,100,18.16
202,Haines Junction,CA,2021-04-02 21:40:12,60.7522,-137.5108,26.6,36,99,5.75
203,Tuktoyaktuk,CA,2021-04-02 21:40:13,69.4541,-133.0374,-14.8,70,75,6.91
204,Kungurtug,RU,2021-04-02 21:40:13,50.5994,97.5228,10.18,89,5,1.86
205,Zabol,AF,2021-04-02 21:40:13,32.25,67.25,54.27,29,0,7.0
206,Totskoye,RU,2021-04-02 21:40:14,52.5248,52.7623,28.63,96,100,5.5
207,Vila,PT,2021-04-02 21:40:14,42.0304,-8.1588,53.01,93,100,2.91
208,Mitsamiouli,KM,2021-04-02 21:40:14,-11.3847,43.2844,81.9,78,80,12.62
209,Aklavik,CA,2021-04-02 21:40:15,68.2191,-135.0107,-5.8,59,100,3.44
210,Sidi Ali,DZ,2021-04-02 21:40:15,36.0998,0.4206,56.12,66,0,7.45
211,Lasa,IT,2021-04-02 21:40:15,46.6166,10.7002,66.2,100,75,5.75
212,Kudahuvadhoo,MV,2021-04-02 21:40:16,2.6708,72.8944,82.85,75,13,15.68
213,Murfreesboro,US,2021-04-02 21:40:16,35.8456,-86.3903,53.01,22,1,4.61
214,Fuyu,CN,2021-04-02 21:40:16,45.1833,124.8167,38.64,28,100,10.67
215,Koumac,NC,2021-04-02 21:40:17,-20.5667,164.2833,77.65,87,100,6.04
216,Portales,US,2021-04-02 21:40:17,34.1862,-103.3344,73.0,20,1,12.66
217,Saldanha,ZA,2021-04-02 21:40:17,-33.0117,17.9442,62.6,63,16,4.61
218,Hastings,GB,2021-04-02 21:40:18,50.8552,0.5729,45.0,70,64,5.99
219,Camacha,PT,2021-04-02 21:40:18,33.0833,-16.3333,62.6,67,75,10.36
220,Mindelo,CV,2021-04-02 21:40:18,16.8901,-24.9804,69.8,78,75,32.21
221,La Palma,US,2021-04-02 21:40:18,33.8464,-118.0467,75.2,64,1,13.8
222,Mnogovershinnyy,RU,2021-04-02 21:40:19,53.9353,139.9242,30.25,99,100,4.16
223,Andapa,MG,2021-04-02 21:40:19,-14.65,49.65,68.0,98,61,2.62
224,Kaduqli,SD,2021-04-02 21:40:19,11.0167,29.7167,82.27,13,17,8.28
225,Rawson,AR,2021-04-02 21:40:19,-43.3002,-65.1023,67.89,64,85,17.94
226,Baiyin,CN,2021-04-02 21:36:29,36.5583,104.2081,42.01,100,90,4.47
227,Lamu,KE,2021-04-02 21:40:20,-2.2717,40.902,82.4,78,1,8.05
228,Teknaf,BD,2021-04-02 21:40:20,20.8624,92.3058,73.33,90,0,3.18
229,Matamoros,MX,2021-04-02 21:40:21,25.5333,-103.25,88.0,23,75,7.85
230,Karratha,AU,2021-04-02 21:40:21,-20.7377,116.8463,79.39,54,1,10.09
231,Star Dojran,MK,2021-04-02 21:40:22,41.1875,22.7208,54.0,83,77,1.01
232,Dingle,PH,2021-04-02 21:40:22,10.9995,122.6711,74.68,91,85,6.93
233,Meiningen,DE,2021-04-02 21:37:14,50.5679,10.4152,42.01,61,43,7.67
234,Mayo,US,2021-04-02 21:40:22,38.8876,-76.5119,46.0,33,40,18.41
235,La Ronge,CA,2021-04-02 21:40:23,55.1001,-105.2842,39.2,52,94,14.97
236,Surgut,RU,2021-04-02 21:40:23,61.25,73.4167,33.8,100,75,11.18
237,Impfondo,CG,2021-04-02 21:40:23,1.6381,18.0667,74.07,83,100,2.89
238,Klaksvik,FO,2021-04-02 21:40:24,62.2266,-6.589,42.8,87,75,19.57
239,Beyneu,KZ,2021-04-02 21:40:24,45.3167,55.2,53.13,32,1,20.62
240,Rognan,NO,2021-04-02 21:40:24,67.0953,15.3878,35.01,88,100,1.01
241,Grand Gaube,MU,2021-04-02 21:40:25,-20.0064,57.6608,77.0,84,6,3.0
242,Sabang,ID,2021-04-02 21:40:25,5.8933,95.3214,83.35,71,100,15.32
243,Sao Joao Da Barra,BR,2021-04-02 21:40:25,-21.6403,-41.0511,78.8,73,0,13.8
244,Baykit,RU,2021-04-02 21:40:26,61.67,96.37,16.34,97,100,1.01
245,Kayerkan,RU,2021-04-02 21:40:26,69.3497,87.7602,-17.03,90,22,5.84
246,Wakefield,GB,2021-04-02 21:40:26,53.6809,-1.499,43.0,81,5,8.52
247,Margate,GB,2021-04-02 21:40:27,51.3813,1.3862,45.0,73,79,1.99
248,Kaitangata,NZ,2021-04-02 21:40:27,-46.2817,169.8464,51.01,71,86,5.99
249,Padang,ID,2021-04-02 21:40:27,-0.9492,100.3543,77.0,78,90,3.44
250,Adrar,MR,2021-04-02 21:40:28,20.5022,-10.0711,86.34,6,93,9.86
251,Zheleznodorozhnyy,RU,2021-04-02 21:40:28,55.7503,38.0042,32.0,93,71,4.47
252,Washington,US,2021-04-02 21:37:20,47.5001,-120.5015,64.0,33,99,5.3
253,Avera,US,2021-04-02 21:40:29,33.194,-82.5271,55.4,21,1,9.22
254,Benghazi,LY,2021-04-02 21:40:29,32.1167,20.0667,60.55,51,4,8.55
255,Anadyr,RU,2021-04-02 21:40:29,64.75,177.4833,6.8,85,75,26.84
256,Qasigiannguit,GL,2021-04-02 21:40:30,68.8193,-51.1922,8.6,61,75,8.05
257,Cherskiy,RU,2021-04-02 21:40:30,68.75,161.3,-0.26,75,100,5.64
258,Vila Velha,BR,2021-04-02 21:40:30,-20.3297,-40.2925,78.8,73,0,5.75
259,San Andres,CO,2021-04-02 21:40:31,12.5847,-81.7006,86.0,66,75,14.97
260,Pressbaum,AT,2021-04-02 21:40:31,48.176,16.0477,48.99,66,90,2.3
261,Warrnambool,AU,2021-04-02 21:40:31,-38.3833,142.4833,69.01,59,0,7.0
262,Coquimbo,CL,2021-04-02 21:36:27,-29.9533,-71.3436,62.6,72,0,12.66
263,Mehamn,NO,2021-04-02 21:40:32,71.0357,27.8492,27.25,91,95,6.85
264,Newburgh,US,2021-04-02 21:38:28,41.5034,-74.0104,37.0,41,90,10.36
265,Celestun,MX,2021-04-02 21:40:32,20.8667,-90.4,75.36,63,65,19.77
266,Paamiut,GL,2021-04-02 21:40:33,61.994,-49.6678,25.48,96,100,14.47
267,Dolores,AR,2021-04-02 21:40:33,-36.3132,-57.6792,60.94,88,1,7.47
268,Ilulissat,GL,2021-04-02 21:40:33,69.2167,-51.1,8.6,61,75,8.05
269,Serafimovich,RU,2021-04-02 21:40:34,49.5786,42.736,41.0,63,40,4.0
270,Shimla,IN,2021-04-02 21:40:34,31.1,77.1667,59.0,41,1,1.14
271,Antalaha,MG,2021-04-02 21:40:34,-14.9003,50.2788,74.7,88,29,7.76
272,Champerico,GT,2021-04-02 21:40:35,14.3,-91.9167,91.4,52,75,13.8
273,Byron Bay,AU,2021-04-02 21:40:35,-28.65,153.6167,71.6,60,75,10.36
274,Hamilton,US,2021-04-02 21:40:35,39.1834,-84.5333,48.99,27,1,4.61
275,Khorramshahr,IR,2021-04-02 21:40:36,30.4397,48.1664,80.6,29,40,16.11
276,Havelock,US,2021-04-02 21:40:36,34.8791,-76.9013,48.2,29,1,12.66
277,Auki,SB,2021-04-02 21:40:36,-8.7676,160.7034,82.56,72,85,3.29
278,Hauterive,FR,2021-04-02 21:40:36,46.0901,3.4459,51.8,46,0,12.66
279,Ahome,MX,2021-04-02 21:40:37,25.9167,-109.1833,89.6,17,75,8.05
280,George,ZA,2021-04-02 21:40:37,-33.963,22.4617,55.4,88,0,1.14
281,Pine Bluff,US,2021-04-02 21:40:38,34.2284,-92.0032,57.2,30,1,8.05
282,Bambous Virieux,MU,2021-04-02 21:40:38,-20.3428,57.7575,77.0,100,40,3.44
283,Palmer,US,2021-04-02 21:40:38,42.1584,-72.3287,34.0,37,90,12.66
284,Balabac,PH,2021-04-02 21:40:39,7.9868,117.0645,79.03,84,68,5.1
285,Harper,LR,2021-04-02 21:40:39,4.375,-7.7169,78.64,89,41,7.4
286,Nurota,UZ,2021-04-02 21:40:39,40.5614,65.6886,50.0,34,100,18.41
287,Lincoln,US,2021-04-02 21:36:33,40.8,-96.667,75.2,19,1,26.46
288,Port Hedland,AU,2021-04-02 21:38:02,-20.3167,118.5667,73.4,49,7,10.36
289,San Policarpo,PH,2021-04-02 21:40:40,12.1791,125.5072,80.15,73,25,9.13
290,Husavik,IS,2021-04-02 21:40:40,66.0449,-17.3389,42.8,52,0,25.32
291,Ales,FR,2021-04-02 21:40:41,44.1333,4.0833,66.2,67,0,5.75
292,Muisne,EC,2021-04-02 21:40:41,0.6,-80.0333,86.0,79,40,5.75
293,Mountain Home,US,2021-04-02 21:40:41,43.133,-115.6912,69.8,14,1,10.36
294,Kuyanovo,RU,2021-04-02 21:40:41,55.8014,54.5372,32.14,82,87,11.59
295,Beringovskiy,RU,2021-04-02 21:40:42,63.05,179.3167,8.46,85,99,13.82
