City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Forecast
59,Kuressaare,EE,2021-04-04 16:59:01,58.2481,22.5039,42.01,75,0,19.57,clear sky
60,Cubulco,GT,2021-04-04 16:59:01,15.1333,-90.5833,68.0,94,90,4.72,overcast clouds
61,Qaqortoq,GL,2021-04-04 16:59:01,60.7167,-46.0333,39.2,87,90,8.05,overcast clouds
62,Lata,PT,2021-04-04 16:59:01,40.1629,-8.3327,75.99,43,0,8.59,clear sky
63,Onega,RU,2021-04-04 16:59:02,63.9061,38.1404,33.49,92,100,11.68,light snow
64,Vaini,TO,2021-04-04 16:59:02,-21.2,-175.2,75.2,83,75,4.61,broken clouds
65,Beloha,MG,2021-04-04 16:59:02,-25.1667,45.05,70.88,81,31,8.52,light rain
66,Khorramshahr,IR,2021-04-04 16:59:03,30.4397,48.1664,75.2,29,0,9.22,clear sky
67,Butaritari,KI,2021-04-04 16:59:03,3.0707,172.7902,81.34,79,40,10.33,scattered clouds
68,Te Anau,NZ,2021-04-04 16:59:03,-45.4167,167.7167,54.48,75,30,11.65,scattered clouds
69,Saskylakh,RU,2021-04-04 16:59:04,71.9167,114.0833,-26.75,100,23,3.4,few clouds
70,Ribeira Grande,PT,2021-04-04 16:59:04,38.5167,-28.7,62.6,88,75,20.71,broken clouds
71,Vila Velha,BR,2021-04-04 16:55:59,-20.3297,-40.2925,82.4,65,20,14.97,few clouds
72,Puri,IN,2021-04-04 16:59:04,19.8,85.85,78.84,85,39,7.38,scattered clouds
73,Yarim,YE,2021-04-04 16:59:05,14.298,44.3779,60.33,54,5,2.01,clear sky
74,Yellowknife,CA,2021-04-04 16:58:44,62.456,-114.3525,16.0,56,40,3.44,scattered clouds
75,Zemio,CF,2021-04-04 16:59:05,5.0314,25.1361,83.84,23,10,2.51,clear sky
76,Jamestown,US,2021-04-04 16:56:55,42.097,-79.2353,54.0,40,1,8.05,clear sky
77,Kiruna,SE,2021-04-04 16:59:06,67.8557,20.2251,30.2,100,75,6.91,light snow
78,Lorengau,PG,2021-04-04 16:59:06,-2.0226,147.2712,80.4,81,99,6.73,overcast clouds
79,Tuktoyaktuk,CA,2021-04-04 16:57:31,69.4541,-133.0374,-16.6,76,20,12.66,few clouds
