City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Forecast
161,Adrar,MR,2021-04-04 22:39:11,20.5022,-10.0711,81.12,11,98,11.14,overcast clouds
162,Nova Olimpia,BR,2021-04-04 22:39:12,-14.7972,-57.2881,79.39,73,82,4.25,moderate rain
163,Saldanha,ZA,2021-04-04 22:39:12,-33.0117,17.9442,64.4,88,14,5.75,few clouds
164,Kununurra,AU,2021-04-04 22:39:12,-15.7667,128.7333,69.8,100,12,4.61,few clouds
165,Puerto Ayora,EC,2021-04-04 22:39:13,-0.7393,-90.3518,84.2,70,20,16.11,few clouds
166,Bethel,US,2021-04-04 22:39:13,41.3712,-73.414,60.8,27,1,9.22,clear sky
167,Samarai,PG,2021-04-04 22:39:14,-10.6167,150.6667,84.13,75,57,10.04,broken clouds
168,Port Jervis,US,2021-04-04 22:39:14,41.3751,-74.6927,62.6,25,20,8.05,few clouds
169,Praia Da Vitoria,PT,2021-04-04 22:38:35,38.7333,-27.0667,59.0,94,75,8.66,broken clouds
170,Rio Gallegos,AR,2021-04-04 22:39:15,-51.6226,-69.2181,46.4,66,20,10.36,few clouds
171,Teguise,ES,2021-04-04 22:39:15,29.0605,-13.564,66.2,63,40,8.05,scattered clouds
172,Clyde River,CA,2021-04-04 22:39:15,70.4692,-68.5914,-13.0,77,1,8.05,clear sky
173,Vaitape,PF,2021-04-04 22:38:00,-16.5167,-151.75,81.99,75,19,10.74,light rain
174,Ulaanbaatar,MN,2021-04-04 22:39:16,47.9077,106.8832,17.6,79,0,2.53,clear sky
175,Pacific Grove,US,2021-04-04 22:35:59,36.6177,-121.9166,60.8,55,1,10.36,clear sky
176,Harper,LR,2021-04-04 22:39:16,4.375,-7.7169,79.12,87,33,6.02,light rain
177,Talnakh,RU,2021-04-04 22:39:17,69.4865,88.3972,4.33,70,100,11.59,overcast clouds
178,Carupano,VE,2021-04-04 22:39:17,10.6678,-63.2585,78.24,76,45,11.5,scattered clouds
179,Mantua,IT,2021-04-04 22:37:08,45.1667,10.7833,45.0,53,20,3.44,few clouds
180,Kodiak,US,2021-04-04 22:39:17,57.79,-152.4072,50.0,50,20,12.66,few clouds
181,East London,ZA,2021-04-04 22:39:18,-33.0153,27.9116,67.05,70,8,12.5,clear sky
182,Constitucion,CL,2021-04-04 22:39:18,-35.3333,-72.4167,55.67,90,11,5.08,few clouds
183,Oga,IT,2021-04-04 22:39:19,46.4631,10.347,45.0,74,0,1.14,clear sky
184,Saint-Philippe,RE,2021-04-04 22:39:19,-21.3585,55.7679,78.8,78,0,5.75,clear sky
185,Te Anau,NZ,2021-04-04 22:39:20,-45.4167,167.7167,54.41,79,95,7.29,overcast clouds
186,Manggar,ID,2021-04-04 22:39:20,-2.8833,108.2667,79.41,81,100,5.86,overcast clouds
187,Dikson,RU,2021-04-04 22:39:20,73.5069,80.5464,3.47,92,99,6.26,overcast clouds
188,Sibolga,ID,2021-04-04 22:39:21,1.7427,98.7792,75.87,88,73,3.27,broken clouds
189,Faranah,GN,2021-04-04 22:39:21,10.0404,-10.7434,85.35,26,67,3.31,broken clouds
190,Ponta Delgada,PT,2021-04-04 22:34:36,37.7333,-25.6667,60.8,94,40,5.75,scattered clouds
191,Verkhnetulomskiy,RU,2021-04-04 22:39:22,68.6073,31.7962,33.8,86,40,6.71,scattered clouds
192,Ancud,CL,2021-04-04 22:39:22,-41.8697,-73.8203,61.0,77,0,8.05,clear sky
193,Baoro,CF,2021-04-04 22:39:22,5.6667,15.9667,80.74,37,93,1.68,overcast clouds
194,Seymchan,RU,2021-04-04 22:39:22,62.8833,152.4333,2.12,85,100,3.29,overcast clouds
195,Port Hardy,CA,2021-04-04 22:39:23,50.6996,-127.4199,46.4,57,20,14.97,few clouds
196,Tasiilaq,GL,2021-04-04 22:39:23,65.6145,-37.6368,19.4,86,90,23.02,light snow
197,Tortoli,IT,2021-04-04 22:39:24,39.9256,9.6572,53.6,76,0,13.8,clear sky
198,Narsaq,GL,2021-04-04 22:39:24,60.9167,-46.05,37.4,87,90,3.44,overcast clouds
199,Cayenne,GF,2021-04-04 22:39:24,4.9333,-52.3333,80.01,94,75,5.75,broken clouds
200,Baihar,IN,2021-04-04 22:39:24,22.1,80.55,71.85,12,0,2.66,clear sky
201,Nikolskoye,RU,2021-04-04 22:39:25,59.7035,30.7861,39.99,75,0,6.71,clear sky
202,Pacasmayo,PE,2021-04-04 22:39:25,-7.4006,-79.5714,73.53,72,28,12.68,scattered clouds
203,Severo-Kurilsk,RU,2021-04-04 22:39:26,50.6789,156.125,30.18,79,95,14.29,overcast clouds
204,Saint-Prosper,CA,2021-04-04 22:39:26,46.2117,-70.4811,44.6,42,100,4.61,overcast clouds
205,Albesti,RO,2021-04-04 22:39:26,47.7,27.0667,35.6,69,0,8.05,light snow
206,Sao Joaquim,BR,2021-04-04 22:35:03,-28.2939,-49.9317,52.66,98,100,4.21,overcast clouds
207,Nuuk,GL,2021-04-04 22:39:27,64.1835,-51.7216,35.01,93,100,47.0,snow
208,Srednekolymsk,RU,2021-04-04 22:39:27,67.45,153.6833,4.06,87,88,8.1,overcast clouds
209,Arman,RU,2021-04-04 22:39:28,59.7,150.1667,16.5,58,100,6.42,overcast clouds
210,Comodoro Rivadavia,AR,2021-04-04 22:36:13,-45.8667,-67.5,78.8,27,0,3.44,clear sky
211,Weihe,CN,2021-04-04 22:39:28,32.9952,105.3247,43.77,95,100,2.26,overcast clouds
212,Baykit,RU,2021-04-04 22:39:28,61.67,96.37,19.47,96,100,2.82,light snow
213,Batagay,RU,2021-04-04 22:39:29,67.6333,134.6333,-8.46,93,100,3.53,overcast clouds
214,Ust-Nera,RU,2021-04-04 22:39:29,64.5667,143.2,4.55,91,100,7.92,overcast clouds
215,Morros,BR,2021-04-04 22:39:30,-9.4467,-46.3003,78.44,59,79,0.85,broken clouds
216,Coquimbo,CL,2021-04-04 22:36:18,-29.9533,-71.3436,64.4,63,20,8.05,few clouds
217,Itarema,BR,2021-04-04 22:39:30,-2.9248,-39.9167,77.97,87,98,10.36,overcast clouds
218,Batagay-Alyta,RU,2021-04-04 22:34:33,67.8006,130.4114,-10.75,93,100,3.58,overcast clouds
219,Changji,CN,2021-04-04 22:39:30,44.0167,87.3167,41.0,65,0,6.71,clear sky
220,Umm Kaddadah,SD,2021-04-04 22:39:31,13.6017,26.6876,73.96,10,51,13.91,broken clouds
221,Jishou,CN,2021-04-04 22:39:31,28.3167,109.7167,49.57,91,100,1.19,moderate rain
222,Sahuaripa,MX,2021-04-04 22:39:31,29.05,-109.2333,98.98,5,0,7.23,clear sky
223,Shitanjing,CN,2021-04-04 22:39:32,39.2342,106.3439,40.21,88,93,8.08,overcast clouds
224,San Cristobal,VE,2021-04-04 22:39:32,7.7669,-72.225,80.6,78,40,6.91,scattered clouds
